Pri Key,Restaurant Key,Restaurant,Dish,Price,Ingredients (Copy Paste),Calories,Vegan,Vegetarian,Kosher,Keto,Plant Based,Pescaterian,Gluten Free,Low Carb,Low Sodium,Low Cholesteral,Contains Peanuts,Contains Treenuts,Contains Shellfish,,,,,,,,,
495,8,Baxsters American Grill,Bbq Chicken Flatbread,$12.00 ,"with drizzled sour cream, red onion & fresh cilantro",,,,,,,,,,,,,,,,,,,,,,,
496,8,Baxsters American Grill,Sicilian Flatbread,$13.00 ,"shaved prime rib crispy bacon, spicy giardiniera, mozzarella, goat cheese, garlic, parmesan & marinara finished with oregano",,,,,,,,,,,,,,,,,,,,,,,
497,8,Baxsters American Grill,Baxters Pretzel Burger,$13.00 ,"cooked to order & topped with white cheddar cheese, crispy prosciutto, roasted garlic mayo & a beef steak tomato with seasoned French fries",,,,,,,,,,,,,,,,,,,,,,,
498,8,Baxsters American Grill,The Grille Club,$12.00 ,"oven roasted turkey breast, ham, applewood bacon, cheddar, swiss cheese, lettuce, roma tomatoes & roasted garlic mayo on grilled sourdough with seasoned french fries",,,,,,,,,,,,,,,,,,,,,,,
499,8,Baxsters American Grill,Socal Chicken Wrap,$10.00 ,"chopped grilled chicken, applewood bacon, romaine lettuce, guacamole, diced cucumber, tomato & ranch dressing with seasoned french fries",,,,,,,,,,,,,,,,,,,,,,,
500,8,Baxsters American Grill,Gooey Butter Cake,$6.00 ,warm butter cake tipped with sweet cream cheese frosting & caramel drizzle served with chocolate malt ice cream and fresh strawberries,,,,,,,,,,,,,,,,,,,,,,,
501,8,Baxsters American Grill,White Chocolate & Raspberry Bread Pudding,$8.00 ,fresh raspberries & white chocolate folded with country bread &creamy custard served with a warm brown sugar-bourbon sauce & vanilla bean ice cream,,,,,,,,,,,,,,,,,,,,,,,
502,8,Baxsters American Grill,Dense Chocolate Truffle Cake,$8.00 ,"decadent flourless chocolate cake with mixed berry ice cream, chopped nuts & sweet berry coulis",,,,,,,,1,,,,,,,,,,,,,,,
503,9,The Original Pancake House,Apple Pancake,,Oven baked with fresh granny smith apples and pure Sinkiang cinnamon glaze.,,,,,,,,,,,,,,,,,,,,,,,
504,9,The Original Pancake House,Dutch Baby,,"Oven baked. Served with whipped butter, lemon and powdered sugar.",,,,,,,,,,,,,,,,,,,,,,,
505,9,The Original Pancake House,Fresh Vegetarian Omelette,,"Our fluffy omelette filled with fresh broccoli, fresh tomatoes, fresh mushrooms and aged cheddar cheese.",,,,,,,,,,,,,,,,,,,,,,,
506,9,The Original Pancake House,Corned Beef Hash,,"Our homemade hash, a blend of kosher corned beef, potatoes, onions and cream.",,,,,,,,,,,,,,,,,,,,,,,
507,9,The Original Pancake House,The Tahitian Maiden's Dream,,"A tender crepe filled with golden ripe bananas sliced in sour cream and tempered with Triple Sec, sherry and brandy. Topped with diced bananas in our apricot sauce.",,,,,,,,,,,,,,,,,,,,,,,
508,9,The Original Pancake House,Danish Kijafa Cherry Crepes,,A Danish favorite! Three delicate crepes filled and topped with Montmorency cherries simmered in our Kijafa sauce and lightly dusted with powdered sugar.,,,,,,,,,,,,,,,,,,,,,,,
509,9,The Original Pancake House,Strawberry Waffle,,Our golden brown waffle lightly dusted with powdered sugar then topped with strawberries and fresh whipped cream.,,,,,,,,,,,,,,,,,,,,,,,
510,9,The Original Pancake House,Buttermilk Pancakes,,Served with butter and hot syrup.,,,,,,,,,,,,1,,,,,,,,,,,
511,9,The Original Pancake House,Buckwheat Pancakes,,Served with whipped butter and hot syrup.,,,,,,,,,,,,1,,,,,,,,,,,
512,9,The Original Pancake House,Sourdough Flap Jacks,,This recipe was the favorite of the Klondike Gold Rush. Served with whipped butter and hot syrup.,,,,,,,,,,,,1,,,,,,,,,,,
513,9,The Original Pancake House,49'er Flap Jacks,,"From the Mother Lode Country. Plate sized, chewy, and tender. Served with whipped butter and hot syrup.",,,,,,,,,,,,1,,,,,,,,,,,
514,9,The Original Pancake House,Swedish Pancakes,,Authentic lacy Swedish pancakes are always a treat. Served with lingonberries from Sweden and whipped butter.,,,,,,,,,,,,1,,,,,,,,,,,
515,9,The Original Pancake House,Blueberry Pancakes,,Buttermilk pancakes filled with plump blueberries and lightly dusted with powdered sugar. Served with whipped butter and hot blueberry compote.,,,,,,,,,,,,1,,,,,,,,,,,
516,9,The Original Pancake House,Bacon Pancakes,,Buttermilk pancakes filled with real bits of bacon. Served with whipped butter and hot syrup.,,,,,,,,,,,,1,,,,,,,,,,,
517,9,The Original Pancake House,Banana Pancakes,,Buttermilk pancakes filled with diced bananas and lightly dusted with powdered sugar. Served with whipped butter and hot tropical syrup.,,,,,,,,,,,,1,,,,,,,,,,,
518,9,The Original Pancake House,Hawaiian Pancakes,,Our fresh buttermilk pancakes filled with crushed pineapple and lightly dusted with powdered sugar. Served with whipped butter and hot tropical syrup,,,,,,,,,,,,1,,,,,,,,,,,
519,9,The Original Pancake House,Georgia Pecan Pancakes,,Filled and topped with hot toasted pecans. Lightly dusted with powdered sugar. Served with whipped butter and hot tropical syrup.,,,,,,,,,,,,1,,,,,,,,,,,
520,9,The Original Pancake House,Coconut Pancakes,,Filled and topped with hot toasted coconut. Lightly dusted with powdered sugar. Served with whipped butter and hot tropical syrup.,,,,,,,,,,,,1,,,,,,,,,,,
521,9,The Original Pancake House,Dollar Pancakes,,Ten delicious silver dollar pancakes served with whipped butter and hot syrup.,,,,,,,,,,,,1,,,,,,,,,,,
522,9,The Original Pancake House,The Two by Four,,"2 eggs, any style, and 4 buttermilk pancakes. Served with whipped butter and hot syrup.",,,,,,,,,,,,1,,,,,,,,,,,
523,9,The Original Pancake House,Three Little Pigs in Blankets,,Our special links wrapped in light buttermilk pancakes and lightly dusted with powdered sugar. Served with whipped butter and hot tropical syrup.,,,,,,,,,,,,1,,,,,,,,,,,
524,9,The Original Pancake House,Junior Plate,,For children under 12 - three buttermilk pancakes with a choice of link or patty sausage or one egg any style. Served with whipped butter and syrup.,,,,,,,,,,,,1,,,,,,,,,,,
525,9,The Original Pancake House,Sourdough French Toast,,"Golden brown, light and fluffy. Lightly dusted with powdered sugar. Served with whipped butter and preserves.",,,,,,,,,,,,1,,,,,,,,,,,
526,9,The Original Pancake House,Wheat Germ Pancakes,,Served with whipped butter and hot syrup.,,,,,,,,,,,,1,,,,,,,,,,,
527,9,The Original Pancake House,Potato Pancakes,,Served with sour cream or cinnamon applesauce.,,,,,,,,,,,,0,,,,,,,,,,,
528,9,The Original Pancake House,Freshly Squeezed Orange Juice,,"small, medium, large",,,,,,,,,,,,,,,,,,,,,,,
529,9,The Original Pancake House,Apple Juice,,"small, medium, large",,,,,,,,,,,,,,,,,,,,,,,
530,9,The Original Pancake House,Tomato Juice,,"small, medium, large",,,,,,,,,,,,,,,,,,,,,,,
531,9,The Original Pancake House,Freshly Squeezed Grapefruit Juice,,"small, medium, large",,,,,,,,,,,,,,,,,,,,,,,
532,9,The Original Pancake House,Melons in Season,,Served with pure whipping cream,,,,,,,,,,,,,,,,,,,,,,,
533,9,The Original Pancake House,Fresh Berries in Season,,,,,,,,,,,,,,,,,,,,,,,,,
534,9,The Original Pancake House,Sliced Bananas,,Served with pure whipping cream,,,,,,,,,,,,,,,,,,,,,,,
535,9,The Original Pancake House,Fresh Grapefruit,,,,,,,,,,,,,,,,,,,,,,,,,
536,9,The Original Pancake House,Assorted Dry Cereals,,Served with pure whipping cream. Add Sliced Banana,,,,,,,,,,,,,,,,,,,,,,,
537,9,The Original Pancake House,Old Fashioned Oatmeal,,Served with pure whipping cream. Add Sliced Banana,,,,,,,,,,,,,,,,,,,,,,,
538,9,The Original Pancake House,Cream of Wheat,,Served with pure whipping cream. Add Sliced Banana,,,,,,,,,,,,,,,,,,,,,,,
539,9,The Original Pancake House,"One Egg, any style",,,,,,,,,,,,,,,,,,,,,,,,,
540,9,The Original Pancake House,"Two Eggs, any style",,,,,,,,,,,,,,,,,,,,,,,,,
541,9,The Original Pancake House,Lingonberries,,,,,,,,,,,,,,,,,,,,,,,,,
542,9,The Original Pancake House,Cinnamon Applesauce,,,,,,,,,,,,,,,,,,,,,,,,,
543,9,The Original Pancake House,Preserves,,,,,,,,,,,,,,,,,,,,,,,,,
544,9,The Original Pancake House,Blueberry Compote,,,,,,,,,,,,,,,,,,,,,,,,,
545,9,The Original Pancake House,Fresh Whipping Cream,,,,,,,,,,,,,,,,,,,,,,,,,
546,9,The Original Pancake House,Toast with Preserves,,,,,,,,,,,,,,,,,,,,,,,,,
547,9,The Original Pancake House,Plain Waffle,,A golden brown waffle. Served with whipped butter and hot syrup.,,,,,,,,,,,,,,,,,,,,,,,
548,9,The Original Pancake House,Bacon Waffle,,Our golden brown waffle baked with real bits of bacon. Served with whipped butter and hot syrup.,,,,,,,,,,,,,,,,,,,,,,,
549,9,The Original Pancake House,Strawberry Waffle,,"Our golden brown waffle lightly dusted with powdered sugar, then topped with strawberries and fresh whipped cream.",,,,,,,,,,,,,,,,,,,,,,,
550,9,The Original Pancake House,Coconut Waffle,,Our golden brown waffle filled and topped with toasted coconut and lightly dusted with powdered sugar. Served with whipped butter and hot tropical syrup.,,,,,,,,,,,,,,,,,,,,,,,
551,9,The Original Pancake House,Apple Waffle,,Our golden brown waffle baked with fresh Granny Smith apples and lightly topped with pure Sinkiang cinnamon sugar. Served with whipped butter and hot homemade apple syrup.,,,,,,,,,,,,,,,,,,,,,,,
552,9,The Original Pancake House,Blueberry Waffle,,"Our golden brown waffle baked with delicious, plump blueberries and lightly dusted with powdered sugar. Served with whipped butter and hot blueberry compote.",,,,,,,,,,,,,,,,,,,,,,,
553,9,The Original Pancake House,Pecan Waffle,,Our golden brown waffle filled and topped with toasted pecans and lightly dusted with powdered sugar. Served with whipped butter and hot tropical syrup.,,,,,,,,,,,,,,,,,,,,,,,
554,9,The Original Pancake House,French Crepes,,"Three delicate crepes filled with strawberry preserves, topped with hot tropical syrup and lightly dusted with powdered sugar.",,,,,,,,,,,,,,,,,,,,,,,
555,9,The Original Pancake House,Continental Crepes,,Three delicate crepes rolled with sour cream tempered with Triple Sec and lightly dusted with powdered sugar. Served with hot tropical syrup.,,,,,,,,,,,,,,,,,,,,,,,
556,9,The Original Pancake House,Cherry Kijafa Crepes,,A Danish favorite? Three delicate crepes filled and topped with Montmorency cherries simmered in our Kijafa sauce and lightly dusted with powdered sugar.,,,,,,,,,,,,,,,,,,,,,,,
557,9,The Original Pancake House,Mandarin Crepes,,The Crepe Suzette of the Orient - three delicate crepes rolled and topped with Mandarin orange segments tempered with Triple Sec. Topped with hot tropical syrup and lightly dusted with powdered sugar.,,,,,,,,,,,,,,,,,,,,,,,
558,9,The Original Pancake House,Tahitian Maiden's Dream,,"A tender crepe filled with golden ripe bananas sliced in sour cream and tempered with Triple Sec, sherry and brandy. Topped with diced bananas in our apricot sauce.",,,,,,,,,,,,,,,,,,,,,,,
559,9,The Original Pancake House,Fresh Fruit Crepe,,Our tender crepe filled and topped with luscious fresh fruit in season and lightly dusted with powdered sugar. Topped with fresh whipped cream.,,,,,,,,,,,,,,,,,,,,,,,
560,9,The Original Pancake House,Sugar Cured Hickory Smoked Ham,,,,,,,,,,,,,,,,,,,,,,,,,
561,9,The Original Pancake House,Thick Sliced Bacon,,,,,,,,,,,,,,,,,,,,,,,,,
562,9,The Original Pancake House,Our Special Recipe Link Sausage,,,,,,,,,,,,,,,,,,,,,,,,,
563,9,The Original Pancake House,Sugar Cured Hickory Smoked Canadian Bacon,,,,,,,,,,,,,,,,,,,,,,,,,
564,9,The Original Pancake House,Our Special Recipe Patty Sausage,,,,,,,,,,,,,,,,,,,,,,,,,
565,9,The Original Pancake House,Our Special Recipe Corned Beef Hash,,,,,,,,,,,,,,,,,,,,,,,,,
566,9,The Original Pancake House,Minced Ham and Scrambled Eggs,,Three eggs lightly scrambled with diced sugar cured hickory smoked ham.,,,,,,,,,,,,,,,,,,,,,,,
567,9,The Original Pancake House,Sausage and Eggs,,"Our special recipe patty sausage and two large fresh eggs, served any style.",,,,,,,,,,,,,,,,,,,,,,,
568,9,The Original Pancake House,Bacon and Eggs,,Thick sliced bacon and two large fresh eggs served any style.,,,,,,,,,,,,,,,,,,,,,,,
569,9,The Original Pancake House,Links and Eggs,,"Our special recipe link sausage and two large fresh eggs, served any style.",,,,,,,,,,,,,,,,,,,,,,,
570,9,The Original Pancake House,Ham & Eggs,,"A thick slice of sugar cured hickory smoked ham and two large fresh eggs, served any style.",,,,,,,,,,,,,,,,,,,,,,,
571,9,The Original Pancake House,Canadian Bacon and Eggs,,"Four slices of sugar cured hickory smoked Canadian bacon and two large fresh eggs, served any style.",,,,,,,,,,,,,,,,,,,,,,,
572,9,The Original Pancake House,Corned Beef Hash,,"Our homemade hash, a blend of kosher corned beef, potatoes, onions and cream. Served with two eggs any style and five potato pancakes.",,,,,,,,,,,,,,,,,,,,,,,
573,9,The Original Pancake House,Eggs Benedict,,"A fresh toasted English muffin, topped with thick sliced Canadian bacon and two poached eggs covered with our rich Hollandaise sauce.",,,,,,,,,,,,,,,,,,,,,,,
574,9,The Original Pancake House,Mushroom Omelette,,Our fluffy omelette filled with fresh mushrooms and topped with a rich mushroom sherry sauce.,,,,,,,,,,,,,,,,,,,,,,,
575,9,The Original Pancake House,Ham and Cheese Omelette,,Our fluffy omelette filled with diced sugar cured hickory smoked ham and aged cheddar cheese.,,,,,,,,,,,,,,,,,,,,,,,
576,9,The Original Pancake House,Cheese Omelette,,Our fluffy omelette filled with aged cheddar cheese.,,,,,,,,,,,,,,,,,,,,,,,
577,9,The Original Pancake House,Ham Omelette,,Our fluffy omelette filled with diced sugar cured hickory smoked ham.,,,,,,,,,,,,,,,,,,,,,,,
578,9,The Original Pancake House,Fresh Vegetarian Omelette,,"Our fluffy omelette filled with fresh broccoli, fresh tomatoes, fresh mushrooms and aged cheddar cheese.",,,,,,,,,,,,,,,,,,,,,,,
579,9,The Original Pancake House,Spanish Omelette,,"Direct from Barcelona. Omelette Espanole. Our fluffy omelette filled with fresh mushrooms and smothered with a spicy, peppery, tangy sauce.",,,,,,,,,,,,,,,,,,,,,,,
580,9,The Original Pancake House,Plain Omelette,,Our fluffy omelette. Simply light and delicious.,,,,,,,,,,,,,,,,,,,,,,,
581,10,Culver's,Crinkle Cut Fries,,,,,,,,,,,,,,,,,,,,,,,,,
582,10,Culver's,Mashed Potatoes & Gravy,,"Our Mashed Potatoes & Gravy are the real deal—made with genuine U.S. potatoes, mashed ’til perfectly light and fluffy, and dripping with savory homestyle gravy.",,,,,,,,,,,,,,,,,,,,,,,
583,10,Culver's,Coleslaw,,"A creamy cole slaw, made fresh everyday with cabbage, onions and carrots.",,,,,,,,,,,,,,,,,,,,,,,
584,10,Culver's,Steamed Broccoli,,,,,,,,,,,,,,,,,,,,,,,,,
585,10,Culver's,Onion Rings,,"Our thick-cut onion rings are made from whole white onions, battered with a subtle blend of spices, letting the onion’s natural sweetness shine through. Fried golden after you order and salted the second they leave the fryer—a most welcome addition to any value basket.",,,,,,,,,,,,,,,,,,,,,,,
586,10,Culver's,Garden Side Salad,,"Mixed greens with cucumber, tomato, croutons and a sprinkling of cheddar cheese.",,,,,,,,,,,,,,,,,,,,,,,
587,10,Culver's,Wisconsin Cheese Curds,,"Our cheese curds are a dairyland delicacy. Made using the freshest, un-aged yellow and white Wisconsin cheddar cheese, deep-fried golden brown for a warm buttery crunch. Provided exclusively to Culver's by La Grander Hillside Dairy in Stanley, Wisconsin.",,,,,,,,,,,,,,,,,,,,,,,
588,10,Culver's,Chili Cheddar Fries,,"We take our crispy Crinkle Cut Fries and smother ’em proudly with George’s Chili—our signature, medium-spicy chili con carne made with homestyle beef, beans and a secret blend of peppery spices. Topped off with our creamy Wisconsin cheddar cheese sauce for a tried-and-true masterpiece.",,,,,,,,,,,,,,,,,,,,,,,
589,10,Culver's,George’s Chili® Supreme,,"Many a cold winter day, Craig’s dad spent perfecting his now-signature creation—a hearty, medium-spicy chili con carne, made with simmered homestyle beef, diced tomatoes, dark red kidney beans, peppers, onion and celery, along with a secret blend of peppery spices, topped with sour cream, cheese, and onions.",,,,,,,,,,,,,,,,,,,,,,,
590,10,Culver's,George’s Chili,,"Many a cold winter day, Craig’s dad spent perfecting his now-signature creation—a hearty, medium-spicy chili con carne, made with simmered homestyle beef, diced tomatoes, dark red kidney beans, peppers, onion and celery, along with a secret blend of peppery spices.",,,,,,,,,,,,,,,,,,,,,,,
591,10,Culver's,The Culver’s® Deluxe,,"We start with fresh, never frozen beef. Layer on real Wisconsin cheese, crisp lettuce, ripe tomatoes, pickles, sweet red onion and our signature mayo. Then cap with a lightly buttered, toasted bun. It's our ButterBurger® at its best.",,,,,,,,,,,,,,,,,,,,,,,
592,10,Culver's,The Culver’s® Bacon Deluxe,,"We start with fresh, never frozen beef. Layer on two strips of crisp bacon, Wisconsin cheese, fresh lettuce, ripe tomatoes, pickles, red onion and our signature mayo. Then cap with a lightly buttered, toasted bun. It’s our ButterBurger® at its bacony best.",,,,,,,,,,,,,,,,,,,,,,,
593,10,Culver's,ButterBurger®,,"It’s a Culver's family specialty and the burger that started it all. We use only fresh, never frozen beef, seared on a grill after you order and served on a lightly buttered, toasted bun. Add real Wisconsin cheddar and you’ll know why we wouldn’t change a thing. Note: Nutritional information presented does not reflect addition of pictured condiments.",,,,,,,,,,,,,,,,,,,,,,,
594,10,Culver's,ButterBurger® Cheese,,"It’s a Culver’s family specialty with a little extra. We use only fresh, never frozen beef, seared on a grill after you order. Topped with real American cheese made in Wisconsin and served on a lightly buttered, toasted bun. Note: Nutritional information presented does not reflect addition of pictured condiments.",,,,,,,,,,,,,,,,,,,,,,,
595,10,Culver's,Mushroom & Swiss,,"We begin with fresh, never frozen beef, seared on a grill after you order. Add white button mushrooms sautéed in butter, salt, pepper, parsley and a touch of garlic. Then top with real Wisconsin Swiss cheese and serve on a lightly buttered, toasted bun.",,,,,,,,,,,,,,,,,,,,,,,
596,10,Culver's,Sourdough Melt,,"A classic patty melt, cooked to order with fresh, never frozen beef and grilled red onions pressed into the patty for maximum flavor. Plus melted natural-aged Wisconsin cheddar on lightly buttered, toasted sourdough bread. It’s 100% nostalgia-inspiring.",,,,,,,,,,,,,,,,,,,,,,,
597,10,Culver's,Wisconsin Swiss Melt,,"We start with fresh, never frozen beef seared on a grill after you order, topped with real Wisconsin Swiss cheese and tangy red onions. Served on lightly buttered, grilled rye bread.",,,,,,,,,,,,,,,,,,,,,,,
598,10,Culver's,Chicken Tenders 2pc,,"A favorite among young and old alike, our Chicken Tenders get their name from the actual cut of tender, whole white meat chicken we so proudly use. Cooked crispy golden to order with your choice of BBQ, honey mustard or ranch dipping sauces.",,,,,,,,,,,,,,,,,,,,,,,
599,10,Culver's,Chicken Tenders 4pc,,"A favorite among young and old alike, our Chicken Tenders get their name from the actual cut of tender, whole white meat chicken we so proudly use. Cooked crispy golden to order with your choice of BBQ, honey mustard or ranch dipping sauces.",,,,,,,,,,,,,,,,,,,,,,,
600,10,Culver's,Buffalo Chicken Tenders 2pc,,"The secret to our spicy Buffalo Chicken Tenders is in the seasoned breading — a flavorsome blend of chili peppers, paprika and black pepper spices. Made with whole white meat chicken and begging to be dipped in bleu cheese dressing.",,,,,,,,,,,,,,,,,,,,,,,
601,10,Culver's,Buffalo Chicken Tenders 4pc,,"The secret to our spicy Buffalo Chicken Tenders is in the seasoned breading — a flavorsome blend of chili peppers, paprika and black pepper spices. Made with whole white meat chicken and begging to be dipped in bleu cheese dressing.",,,,,,,,,,,,,,,,,,,,,,,
602,10,Culver's,Crispy Chicken Sandwich,,"Our Crispy Chicken Sandwich is made with natural-cut, whole white meat chicken breast. Coated in our very own Southern-style breading, seasoned with onion, garlic and a pinch of cayenne. Served with crispy lettuce, ripe tomato and pickles on a toasted Kaiser bun. Guaranteed crispy on the outside, juicy and tender on the inside.",,,,,,,,,,,,,,,,,,,,,,,
603,10,Culver's,Spicy Crispy Chicken Sandwich,,"The Spicy Crispy Chicken Sandwich is made with the same premium chicken you know and love, breaded with a four-pepper blend of spices for the perfect level of heat.",,,,,,,,,,,,,,,,,,,,,,,
604,10,Culver's,Grilled Chicken Sandwich,,"The thickest… juiciest… tastiest chicken sandwich you’ll find anywhere. Featuring natural-cut chicken breast, hand seasoned with salt and black pepper right on the grill. Served with crispy lettuce, ripe tomato and pickles on a toasted hoagie roll.",,,,,,,,,,,,,,,,,,,,,,,
605,10,Culver's,North Atlantic Cod Filet Sandwich,,"Caught in the icy North Atlantic, our fish is hand cut, hand battered and cooked to order. Topped with a Culver’s family recipe tartar sauce featuring olives, capers and sweet relish, crisp lettuce and Wisconsin Cheddar. Served on a lightly buttered, toasted hoagie roll.",,,,,,,,,,,,,,,,,,,,,,,
606,10,Culver's,Beef Pot Roast Sandwich,,"This simple sandwich packs a whole lot of succulent flavor. We use premium chuck roast, slow braised in a classic blend of herbs and spices. Hand-shredded in our restaurants so it’s always perfectly tender and moist. Served on our signature bun.",,,,,,,,,,,,,,,,,,,,,,,
607,10,Culver's,Grilled Reuben Melt Sandwich,,"We use hand-trimmed, lean corned beef, cured in delicately seasoned brine and slow cooked. Piled high with melted, real Wisconsin Swiss, sauerkraut and Thousand Island dressing. All sandwiched between slices of lightly buttered, toasted rye bread.",,,,,,,,,,,,,,,,,,,,,,,
608,10,Culver's,Pork Tenderloin Sandwich,,"Inspired by an Iowa farmland specialty, our Pork Tenderloin Sandwich uses premium center-cut pork loin. Hand breaded with seasoned cracker crumbs and fried golden brown on a lightly buttered, toasted bun. Dressed any way you like - try it with pickles, ketchup, mustard and tangy red onions.",,,,,,,,,,,,,,,,,,,,,,,
609,10,Culver's,North Atlantic Cod 3pc,,"Caught in the icy North Atlantic, our cod is hand cut, hand battered and golden fried after you order. Served with a classic Culver’s family recipe tartar sauce featuring olives, capers and sweet relish, your choice of two side dishes plus a warm dinner roll.",,,,,,,,,,,,,,,,,,,,,,,
610,10,Culver's,North Atlantic Cod 2pc,,"Caught in the icy North Atlantic, our cod is hand cut, hand battered and golden fried after you order. Served with a classic Culver’s family recipe tartar sauce featuring olives, capers and sweet relish, your choice of two side dishes plus a warm dinner roll.",,,,,,,,,,,,,,,,,,,,,,,
611,10,Culver's,Butterfly Jumbo Shrimp 6pc,,"Lightly breaded shrimp served with our own special recipe cocktail sauce, a lemon wedge, and two classic sides.",,,,,,,,,,,,,,,,,,,,,,,
612,10,Culver's,Butterfly Jumbo Shrimp 10pc,,"Lightly breaded shrimp served with our own special recipe cocktail sauce, a lemon wedge, and two classic sides.",,,,,,,,,,,,,,,,,,,,,,,
613,10,Culver's,Beef Pot Roast,,"Our succulent dinner begins with premium chuck roast, slow braised in a classic blend of herbs and spices. Hand shredded and piled high on fresh sourdough bread with savory beef stock gravy. It’s tender, it’s juicy and it goes superbly with your choice of any two Classic Sides.",,,,,,,,,,,,,,,,,,,,,,,
614,10,Culver's,Chopped Steak,,"Fresh, never frozen beef with sliced white button mushrooms and red onion smashed and seared together on a grill, then smothered in homestyle beef gravy. Goes famously with mashed potatoes and steamed broccoli or your choice of any two sides plus a sweet yeast dinner roll.",,,,,,,,,,,,,,,,,,,,,,,
615,10,Culver's,Chicken Cashew with Grilled Chicken,,"Hand-seasoned, grilled chicken breast plus a generous helping of whole roasted cashews atop a bed of mixed greens. Plus crunchy cucumbers, grape tomatoes and shredded real Wisconsin cheddar.",,,,,,,,,,,,,,,,,,,,,,,
616,10,Culver's,Cranberry Bacon Bleu with Grilled Chicken,,"Hand-seasoned, grilled chicken breast and pieces of bacon plus a generous helping of dried cranberries and savory bleu cheese crumbles on a bed of mixed greens with cucumber slices, and grape tomatoes.",,,,,,,,,,,,,,,,,,,,,,,
617,10,Culver's,Garden Fresco with Grilled Chicken,,"A refreshing mix of grilled chicken, hand-sliced cucumbers, and grape tomatoes with shredded Wisconsin cheddar and zesty croutons.",,,,,,,,,,,,,,,,,,,,,,,
618,10,Culver's,Garden Fresco,,"Our Garden Fresco Salad features a bed of mixed greens plus hand-sliced cucumbers, grape tomatoes, shredded Wisconsin cheddar and zesty croutons.",,,,,,,,,,,,,,,,,,,,,,,
619,10,Culver's,Buttermilk Ranch,,Cool and creamy blend of buttermilk and spices.,,,,,,,,,,,,,,,,,,,,,,,
620,10,Culver's,Raspberry Vinaigrette,,"Raspberries, red wine vinegar and a touch of apple juice make this lightly-sweet dressing special.",,,,,,,,,,,,,,,,,,,,,,,
621,10,Culver's,Bleu Cheese Dressing,,Culver's own creamy dressing with real bleu cheese.,,,,,,,,,,,,,,,,,,,,,,,
622,10,Culver's,French Dressing,,A tangy-sweet classic dressing with flavors of paprika and tomato.,,,,,,,,,,,,,,,,,,,,,,,
623,10,Culver's,Honey Mustard Dressing,,"Honey, yellow mustard, lemon juice and spices make this sweet and savory dressing a favorite.",,,,,,,,,,,,,,,,,,,,,,,
624,10,Culver's,Corn Dog,,Corn dogs! Just like you remember them.,,,,,,,,,,,,,,,,,,,,,,,
625,10,Culver's,Grilled Cheese,,"American cheese melted in lightly buttered, grilled sourdough bread.",,,,,,,,,,,,,,,,,,,,,,,
626,11,Kofusion,Edamame,$5.00 ,Boiled soybeans w/salt,,,,,,,,,,,,,,,,,,,,,,,
627,11,Kofusion,Pork Dumplings,$8.00 ,Pan fried pork & chives,,,,,,,,,,,,,,,,,,,,,,,
628,11,Kofusion,Vegetable Dumplings,$5.00 ,Deep fried vegetables & tofu,,,,,,,,,,,,,,,,,,,,,,,
629,11,Kofusion,Seafood Cheese,$8.00 ,"Crab stick, cream cheese, cucumber, sweet chili sauce",,,,,,,,,,,,,,,,,,,,,,,
630,11,Kofusion,Tempura Fried Cheese Curds,$8.00 ,"Bacon, jalapeno, scallions, Asian chili sauce",,,,,,,,,,,,,,,,,,,,,,,
631,11,Kofusion,Korean Chicken Wings,$9.00 ,Spicy Asian coleslaw,,,,,,,,,,,,,,,,,,,,,,,
632,11,Kofusion,Vegetable Tempura,$8.00 ,Tempura fried mixed vegetables,,,,,,,,,,,,,,,,,,,,,,,
633,11,Kofusion,Miso Soup,$3.00 ,,,,,,,,,,,,,,,,,,,,,,,,
634,11,Kofusion,Shrimp and Vegetable Tempura,$12.00 ,"Tempura fried mixed vegetables, 4 pieces tempura shrimp",,,,,,,,,,,,,,,,,,,,,,,
635,11,Kofusion,Bowl of Rice,$3.00 ,,,,,,,,,,,,,,,,,,,,,,,,
636,11,Kofusion,Bowl of Brown Rice,$3.50 ,,,,,,,,,,,,,,,,,,,,,,,,
637,11,Kofusion,Seaweed Salad,$6.00 ,"Marinated seaweed, sesame",,,,,,,,,,,,,,,,,,,,,,,
638,11,Kofusion,Squid Salad,$9.00 ,"Steamed squid, Asian coleslaw, sesame chili sauce",,,,,,,,,,,,,,,,,,,,,,,
639,11,Kofusion,Walnut Salad,$9.00 ,"Mix greens, goat cheese, blueberries, apples, walnuts, sweet onion & apple vinaigrette",,,,,,,,,,,,,,,,,,,,,,,
640,11,Kofusion,House Salad,$5.00 ,"Mixed greens, cucumber, tomato, apple & ginger vinaigrette",,,,,,,,,,,,,,,,,,,,,,,
641,11,Kofusion,Cucumber & Fuji Apple Kimchi,$3.00 ,,,,,,,,,,,,,,,,,,,,,,,,
642,11,Kofusion,Lunch Stir Fry,$10.00+,Mixed vegetables tossed in the wok with choice of udon noodles or white rice.,,,,,,,,,,,,,,,,,,,,,,,
643,11,Kofusion,Lunch Panang Curry,$10.00+,"coconut milk curry, mixed vegetables, cashews, rice",,,,,,,,,,,,,,,,,,,,,,,
644,11,Kofusion,Bento Box,$10.00+,"Mixed vegetables tossed in a wok, white rice, vegetable dumpling, mixed greens w/ apple ginger dressing",,,,,,,,,,,,,,,,,,,,,,,
